Rk,team,G,MP,FG.,Dist.,X2P,X0.3,X3.10,X10.16,X16.3P,X3P,X2P.1,X0.3.1,X3.10.1,X10.16.1,X16.3P.1,X3P.1,X2P.2,X3P.2,X.FGA,Md.,X.FGA.1,Md..1,X.3PA,X3P.,Att.,Md..2,year
18,new jersey nets,82,19905,0.429,12.9,0.813,0.276,0.118,0.119,0.299,0.187,0.444,0.538,0.402,0.365,0.407,0.362,0.597,0.89,0.038,217,0.217,669,0.279,0.39,12,0,2004
19,new orleans hornets,82,19930,0.415,12.6,0.799,0.304,0.096,0.122,0.277,0.201,0.44,0.537,0.374,0.382,0.381,0.315,0.601,0.822,0.044,256,0.237,724,0.227,0.331,9,0,2004
20,new york knicks,82,19880,0.451,12.1,0.812,0.3,0.14,0.122,0.251,0.188,0.473,0.586,0.396,0.419,0.407,0.356,0.515,0.812,0.04,239,0.237,832,0.261,0.395,16,0,2004
21,orlando magic,82,19705,0.454,11.6,0.863,0.327,0.106,0.154,0.276,0.137,0.471,0.597,0.373,0.399,0.4,0.349,0.487,0.813,0.069,422,0.233,800,0.204,0.385,7,0,2004
22,philadelphia 76ers,82,19855,0.437,12,0.784,0.323,0.12,0.129,0.213,0.216,0.462,0.587,0.374,0.349,0.391,0.348,0.521,0.869,0.05,317,0.247,846,0.253,0.414,7,0,2004
23,phoenix suns,82,19780,0.477,13,0.711,0.3,0.119,0.12,0.172,0.289,0.512,0.64,0.421,0.418,0.416,0.393,0.483,0.869,0.078,505,0.204,792,0.312,0.413,22,1,2004
24,portland trail blazers,82,19730,0.451,11.1,0.819,0.335,0.161,0.11,0.213,0.181,0.471,0.611,0.382,0.341,0.384,0.362,0.553,0.84,0.076,446,0.235,794,0.213,0.397,10,0,2004
25,sacramento kings,82,19855,0.459,13.4,0.8,0.258,0.125,0.081,0.336,0.2,0.48,0.618,0.435,0.38,0.415,0.374,0.582,0.852,0.039,238,0.199,794,0.254,0.418,9,0,2004
26,san antonio spurs,82,19805,0.453,11.6,0.784,0.293,0.201,0.118,0.173,0.216,0.478,0.637,0.399,0.378,0.369,0.363,0.536,0.939,0.034,187,0.254,970,0.431,0.388,8,0,2004
27,seattle supersonics,82,19755,0.444,12.9,0.719,0.276,0.16,0.118,0.165,0.281,0.474,0.605,0.397,0.397,0.385,0.365,0.411,0.865,0.04,234,0.221,791,0.239,0.399,19,0,2004
28,toronto raptors,82,19805,0.444,12.9,0.747,0.283,0.123,0.136,0.206,0.253,0.463,0.564,0.403,0.402,0.401,0.385,0.488,0.843,0.04,232,0.21,700,0.384,0.416,13,0,2004
29,utah jazz,82,19780,0.449,11.6,0.879,0.336,0.093,0.137,0.312,0.121,0.465,0.589,0.363,0.378,0.402,0.328,0.625,0.86,0.042,243,0.269,911,0.252,0.38,14,0,2004
30,washington wizards,82,19780,0.437,12.5,0.78,0.268,0.188,0.118,0.206,0.22,0.463,0.664,0.323,0.345,0.396,0.343,0.478,0.763,0.053,339,0.204,823,0.208,0.321,8,1,2004
NA,league average,82,19838,0.447,12.1,0.804,0.304,0.135,0.129,0.236,0.196,0.47,0.596,0.391,0.383,0.4,0.356,0.544,0.854,0.051,305,0.231,806,0.272,0.384,12.1,0.1,2004
1,atlanta hawks,82,19855,0.473,13.8,0.62,0.307,0.127,0.089,0.096,0.38,0.543,0.658,0.431,0.429,0.429,0.359,0.543,0.837,0.058,380,0.289,1184,0.234,0.381,NA,NA,2018
2,boston celtics,82,19780,0.448,14,0.619,0.266,0.183,0.086,0.085,0.381,0.513,0.659,0.411,0.38,0.411,0.344,0.498,0.844,0.051,333,0.279,1087,0.205,0.38,NA,NA,2018
3,brooklyn nets,82,19980,0.456,13.4,0.672,0.274,0.174,0.119,0.105,0.328,0.513,0.641,0.425,0.466,0.375,0.341,0.489,0.788,0.051,331,0.27,1113,0.196,0.342,NA,NA,2018
4,chicago bulls,82,19905,0.473,13.7,0.63,0.301,0.149,0.085,0.095,0.37,0.537,0.669,0.41,0.428,0.417,0.365,0.522,0.811,0.058,386,0.283,1154,0.205,0.41,NA,NA,2018
5,charlotte hornets,82,19830,0.47,13.7,0.624,0.308,0.143,0.083,0.091,0.376,0.536,0.669,0.396,0.412,0.416,0.361,0.522,0.865,0.065,433,0.289,1169,0.214,0.422,NA,NA,2018
6,cleveland cavaliers,82,19755,0.495,13.7,0.638,0.305,0.137,0.101,0.095,0.362,0.561,0.699,0.429,0.439,0.433,0.38,0.512,0.812,0.066,437,0.269,1182,0.221,0.407,NA,NA,2018
7,dallas mavericks,82,19780,0.459,13.8,0.635,0.267,0.17,0.1,0.098,0.365,0.525,0.693,0.399,0.396,0.417,0.344,0.516,0.82,0.062,407,0.238,986,0.215,0.361,NA,NA,2018
8,denver nuggets,82,19730,0.458,13.2,0.63,0.302,0.168,0.084,0.076,0.37,0.528,0.666,0.408,0.428,0.36,0.339,0.543,0.83,0.069,424,0.275,1087,0.254,0.382,NA,NA,2018
9,detroit pistons,82,19855,0.469,13.1,0.673,0.278,0.199,0.103,0.093,0.327,0.53,0.679,0.439,0.428,0.39,0.345,0.522,0.817,0.058,355,0.295,1188,0.21,0.393,NA,NA,2018
10,golden state warriors,82,19805,0.444,14.2,0.632,0.245,0.19,0.101,0.095,0.368,0.5,0.681,0.377,0.393,0.394,0.347,0.522,0.794,0.051,354,0.255,1045,0.206,0.363,NA,NA,2018
11,houston rockets,82,19830,0.466,13,0.656,0.293,0.195,0.094,0.073,0.344,0.532,0.7,0.396,0.421,0.37,0.34,0.504,0.817,0.055,360,0.301,1249,0.264,0.359,NA,NA,2018
12,indiana pacers,82,19705,0.45,13.8,0.627,0.307,0.146,0.083,0.091,0.373,0.507,0.634,0.378,0.39,0.392,0.354,0.53,0.876,0.061,387,0.275,1034,0.213,0.371,NA,NA,2018
13,los angeles clippers,82,19830,0.457,13.1,0.669,0.302,0.167,0.109,0.091,0.331,0.513,0.659,0.382,0.393,0.416,0.343,0.504,0.799,0.058,401,0.276,1143,0.176,0.372,NA,NA,2018
14,los angeles lakers,82,19780,0.452,13.4,0.634,0.314,0.15,0.087,0.084,0.366,0.511,0.632,0.394,0.401,0.382,0.349,0.51,0.818,0.068,435,0.274,1117,0.21,0.366,NA,NA,2018
15,memphis grizzlies,82,19880,0.451,13.8,0.614,0.301,0.136,0.091,0.086,0.386,0.508,0.63,0.395,0.408,0.366,0.36,0.522,0.85,0.056,337,0.274,996,0.234,0.403,NA,NA,2018
16,miami heat,82,19730,0.441,14,0.618,0.271,0.155,0.098,0.095,0.382,0.493,0.607,0.396,0.413,0.407,0.358,0.507,0.837,0.051,325,0.258,918,0.251,0.38,NA,NA,2018
17,milwaukee bucks,82,19780,0.433,14.8,0.612,0.239,0.144,0.128,0.101,0.388,0.479,0.616,0.361,0.408,0.414,0.361,0.499,0.847,0.044,296,0.236,898,0.198,0.413,NA,NA,2018
18,minnesota timberwolves,82,19830,0.467,13.4,0.627,0.309,0.15,0.088,0.08,0.373,0.52,0.657,0.381,0.398,0.387,0.378,0.527,0.84,0.063,424,0.287,1162,0.239,0.409,NA,NA,2018
19,new orleans pelicans,82,19755,0.466,13.5,0.637,0.303,0.155,0.089,0.089,0.363,0.525,0.664,0.4,0.403,0.39,0.364,0.532,0.817,0.062,417,0.289,1230,0.212,0.394,NA,NA,2018
20,new york knicks,82,19780,0.467,13.3,0.636,0.33,0.135,0.085,0.086,0.364,0.527,0.65,0.395,0.424,0.364,0.363,0.526,0.828,0.062,402,0.298,1210,0.233,0.402,NA,NA,2018
21,oklahoma city thunder,82,19855,0.46,13.1,0.644,0.331,0.139,0.089,0.084,0.356,0.517,0.628,0.4,0.411,0.39,0.356,0.536,0.804,0.064,403,0.293,1138,0.242,0.382,NA,NA,2018
22,orlando magic,82,19780,0.456,13.6,0.656,0.271,0.173,0.115,0.097,0.344,0.513,0.663,0.394,0.4,0.44,0.347,0.494,0.815,0.051,318,0.275,1071,0.189,0.38,NA,NA,2018
23,philadelphia 76ers,82,19805,0.455,13.2,0.672,0.292,0.184,0.092,0.104,0.328,0.511,0.656,0.394,0.413,0.396,0.342,0.492,0.77,0.057,385,0.284,1123,0.171,0.344,NA,NA,2018
24,phoenix suns,82,19880,0.482,12.7,0.661,0.341,0.154,0.08,0.085,0.339,0.538,0.654,0.418,0.399,0.423,0.372,0.535,0.823,0.073,479,0.301,1208,0.201,0.419,NA,NA,2018
25,portland trail blazers,82,19855,0.457,13.3,0.669,0.299,0.15,0.109,0.111,0.331,0.505,0.633,0.411,0.39,0.399,0.359,0.475,0.823,0.047,312,0.268,1086,0.175,0.364,NA,NA,2018
26,sacramento kings,82,19730,0.466,13.6,0.618,0.296,0.169,0.075,0.078,0.382,0.54,0.696,0.405,0.394,0.381,0.348,0.505,0.784,0.064,420,0.29,1225,0.22,0.357,NA,NA,2018
27,san antonio spurs,82,19805,0.463,14,0.636,0.256,0.176,0.1,0.104,0.364,0.522,0.659,0.416,0.465,0.423,0.359,0.503,0.829,0.047,308,0.258,1050,0.196,0.401,NA,NA,2018
28,toronto raptors,82,19880,0.449,13.3,0.652,0.287,0.171,0.107,0.087,0.348,0.505,0.638,0.386,0.442,0.378,0.345,0.514,0.872,0.053,359,0.271,1045,0.243,0.362,NA,NA,2018
29,utah jazz,82,19755,0.452,13.1,0.687,0.259,0.206,0.122,0.1,0.313,0.496,0.64,0.406,0.407,0.418,0.355,0.463,0.778,0.051,333,0.275,1021,0.191,0.348,NA,NA,2018
30,washington wizards,82,19930,0.48,13.5,0.638,0.314,0.155,0.08,0.089,0.362,0.542,0.7,0.367,0.386,0.429,0.37,0.519,0.824,0.066,452,0.305,1276,0.191,0.391,NA,NA,2018
NA,league average,82,19815,0.461,13.5,0.641,0.292,0.162,0.096,0.092,0.359,0.52,0.658,0.4,0.413,0.401,0.355,0.513,0.823,0.058,380,0.278,1113,0.214,0.383,NA,NA,2018
1,atlanta hawks,82,19905,0.444,11.9,0.823,0.269,0.158,0.181,0.214,0.177,0.464,0.584,0.381,0.423,0.41,0.352,0.543,0.856,0.048,297,0.202,647,0.276,0.397,9,0,2002
2,boston celtics,82,19830,0.415,13.8,0.669,0.268,0.14,0.109,0.152,0.331,0.455,0.618,0.319,0.346,0.371,0.334,0.496,0.823,0.034,204,0.225,821,0.23,0.343,17,1,2002
3,chicago bulls,82,19930,0.445,10.9,0.852,0.324,0.169,0.148,0.211,0.148,0.462,0.59,0.405,0.366,0.38,0.35,0.562,0.848,0.059,370,0.243,829,0.26,0.363,7,0,2002
4,cleveland cavaliers,82,19830,0.422,11.1,0.867,0.303,0.159,0.188,0.216,0.133,0.437,0.596,0.331,0.361,0.359,0.327,0.572,0.853,0.064,381,0.2,700,0.335,0.373,21,0,2002
5,dallas mavericks,82,19780,0.453,13.2,0.761,0.253,0.131,0.136,0.241,0.239,0.475,0.622,0.416,0.408,0.391,0.381,0.515,0.843,0.032,211,0.206,808,0.242,0.372,11,0,2002
6,denver nuggets,82,19730,0.411,11.2,0.874,0.297,0.171,0.135,0.272,0.126,0.43,0.567,0.341,0.38,0.361,0.278,0.629,0.825,0.068,390,0.199,644,0.242,0.251,8,0,2002
7,detroit pistons,82,19905,0.43,13.1,0.763,0.264,0.135,0.145,0.219,0.237,0.452,0.568,0.42,0.364,0.393,0.358,0.553,0.792,0.032,179,0.212,700,0.241,0.362,10,1,2002
8,golden state warriors,82,19755,0.441,11.6,0.822,0.271,0.207,0.123,0.222,0.178,0.462,0.638,0.361,0.405,0.373,0.344,0.517,0.819,0.046,300,0.191,794,0.217,0.336,11,0,2002
9,houston rockets,82,19930,0.44,12.1,0.804,0.305,0.145,0.126,0.229,0.196,0.462,0.605,0.38,0.366,0.376,0.346,0.466,0.879,0.065,381,0.223,754,0.24,0.342,20,1,2002
10,indiana pacers,82,19905,0.441,12,0.831,0.278,0.163,0.163,0.226,0.169,0.461,0.632,0.357,0.369,0.392,0.339,0.623,0.876,0.043,270,0.222,828,0.222,0.31,5,0,2002
11,los angeles clippers,82,19755,0.437,11.1,0.818,0.317,0.194,0.137,0.17,0.182,0.46,0.591,0.404,0.334,0.382,0.331,0.518,0.869,0.05,300,0.244,845,0.152,0.341,19,0,2002
12,los angeles lakers,82,19930,0.451,12.3,0.801,0.283,0.159,0.134,0.225,0.199,0.475,0.641,0.385,0.352,0.402,0.356,0.571,0.864,0.077,489,0.185,678,0.243,0.346,11,0,2002
13,memphis grizzlies,82,19930,0.452,11.9,0.81,0.287,0.173,0.132,0.218,0.19,0.473,0.614,0.404,0.377,0.399,0.365,0.584,0.822,0.061,371,0.204,728,0.258,0.421,13,0,2002
14,miami heat,82,19830,0.412,12.9,0.831,0.251,0.127,0.154,0.299,0.169,0.432,0.561,0.391,0.362,0.378,0.316,0.519,0.825,0.034,183,0.202,681,0.278,0.359,20,0,2002
15,milwaukee bucks,82,19905,0.457,12.6,0.771,0.267,0.136,0.191,0.177,0.229,0.478,0.599,0.406,0.431,0.403,0.383,0.527,0.899,0.029,171,0.218,819,0.259,0.352,13,0,2002
16,minnesota timberwolves,82,19805,0.466,12.3,0.882,0.249,0.15,0.156,0.327,0.118,0.479,0.622,0.435,0.42,0.418,0.368,0.632,0.851,0.043,278,0.187,704,0.239,0.37,7,1,2002
17,new jersey nets,82,19755,0.441,11.3,0.842,0.34,0.133,0.112,0.258,0.158,0.462,0.603,0.371,0.362,0.366,0.332,0.617,0.89,0.069,406,0.24,843,0.19,0.389,11,0,2002
18,new orleans hornets,82,19905,0.435,12,0.839,0.278,0.132,0.187,0.241,0.161,0.447,0.563,0.392,0.402,0.377,0.376,0.582,0.854,0.043,259,0.215,703,0.251,0.43,6,0,2002
19,new york knicks,82,19855,0.441,13.5,0.765,0.21,0.145,0.188,0.222,0.235,0.459,0.554,0.437,0.436,0.403,0.383,0.555,0.807,0.017,102,0.174,607,0.263,0.425,12,0,2002
20,orlando magic,82,19805,0.436,13.5,0.765,0.292,0.08,0.098,0.295,0.235,0.46,0.557,0.381,0.388,0.408,0.357,0.515,0.792,0.035,218,0.232,789,0.188,0.341,9,0,2002
21,philadelphia 76ers,82,19855,0.448,10.1,0.881,0.367,0.144,0.169,0.202,0.119,0.466,0.58,0.407,0.352,0.398,0.311,0.567,0.91,0.032,199,0.311,1092,0.283,0.345,6,1,2002
22,phoenix suns,82,19805,0.443,11.2,0.83,0.323,0.148,0.147,0.213,0.17,0.464,0.575,0.395,0.386,0.398,0.343,0.53,0.85,0.055,339,0.251,862,0.361,0.398,14,0,2002
23,portland trail blazers,82,19855,0.46,11.4,0.823,0.317,0.159,0.132,0.215,0.177,0.488,0.635,0.407,0.42,0.374,0.33,0.585,0.881,0.059,350,0.237,884,0.235,0.356,22,0,2002
24,sacramento kings,82,19830,0.464,12.5,0.816,0.282,0.142,0.099,0.293,0.184,0.482,0.652,0.38,0.375,0.405,0.381,0.583,0.874,0.048,308,0.208,891,0.362,0.431,25,0,2002
25,san antonio spurs,82,19830,0.462,11.2,0.798,0.313,0.189,0.133,0.163,0.202,0.489,0.634,0.423,0.388,0.371,0.354,0.499,0.909,0.058,322,0.249,900,0.4,0.376,10,0,2002
26,seattle supersonics,82,19855,0.437,12.6,0.804,0.247,0.177,0.129,0.25,0.196,0.458,0.633,0.366,0.426,0.366,0.353,0.56,0.906,0.037,221,0.197,763,0.268,0.344,10,0,2002
27,toronto raptors,82,19805,0.427,12.4,0.821,0.278,0.135,0.144,0.263,0.179,0.446,0.586,0.366,0.381,0.374,0.343,0.51,0.829,0.042,259,0.189,643,0.272,0.389,10,0,2002
28,utah jazz,82,19780,0.468,11.1,0.896,0.337,0.111,0.139,0.31,0.104,0.481,0.634,0.338,0.392,0.406,0.349,0.713,0.884,0.039,231,0.273,1001,0.2,0.391,10,1,2002
29,washington wizards,82,19830,0.44,12.7,0.873,0.231,0.13,0.203,0.309,0.127,0.459,0.623,0.313,0.423,0.422,0.312,0.541,0.893,0.043,265,0.176,621,0.276,0.335,2,0,2002
NA,league average,82,19841,0.442,12.1,0.818,0.286,0.15,0.146,0.236,0.182,0.463,0.603,0.384,0.388,0.389,0.349,0.56,0.852,0.047,285,0.218,779,0.257,0.369,12,0.2,2002
1,atlanta hawks,82,19880,0.454,11.3,0.822,0.342,0.132,0.118,0.231,0.178,0.472,0.583,0.371,0.377,0.414,0.367,0.504,0.837,0.047,290,0.272,922,0.278,0.383,11,0,2005
2,boston celtics,82,19880,0.467,12,0.796,0.341,0.117,0.111,0.228,0.204,0.494,0.602,0.381,0.411,0.43,0.362,0.523,0.895,0.042,247,0.283,961,0.267,0.39,14,2,2005
3,charlotte bobcats,82,19905,0.433,11.9,0.816,0.328,0.12,0.107,0.261,0.184,0.454,0.566,0.407,0.364,0.371,0.339,0.527,0.893,0.04,244,0.265,939,0.315,0.411,18,1,2005
4,chicago bulls,82,19905,0.446,13,0.781,0.292,0.106,0.114,0.269,0.219,0.465,0.551,0.42,0.41,0.412,0.379,0.552,0.813,0.025,158,0.247,868,0.284,0.389,12,0,2005
5,cleveland cavaliers,82,19830,0.454,11.9,0.772,0.351,0.121,0.103,0.198,0.228,0.487,0.616,0.375,0.348,0.399,0.339,0.482,0.803,0.054,317,0.252,920,0.365,0.36,15,0,2005
6,dallas mavericks,82,19880,0.462,11.8,0.825,0.287,0.143,0.178,0.218,0.175,0.481,0.571,0.423,0.425,0.447,0.374,0.435,0.894,0.035,195,0.227,754,0.232,0.422,19,0,2005
7,denver nuggets,82,19930,0.461,11.4,0.839,0.367,0.088,0.103,0.28,0.161,0.487,0.613,0.368,0.377,0.401,0.325,0.591,0.886,0.075,466,0.269,963,0.303,0.319,20,1,2005
8,detroit pistons,82,19830,0.455,13.2,0.779,0.269,0.086,0.174,0.249,0.221,0.475,0.608,0.405,0.415,0.398,0.384,0.629,0.797,0.059,347,0.188,647,0.293,0.4,4,0,2005
9,golden state warriors,82,19830,0.433,13.1,0.73,0.283,0.152,0.083,0.211,0.27,0.467,0.633,0.348,0.357,0.374,0.341,0.519,0.789,0.051,315,0.224,851,0.267,0.38,13,0,2005
10,houston rockets,82,19830,0.433,12.6,0.774,0.281,0.151,0.118,0.225,0.226,0.463,0.577,0.426,0.367,0.395,0.332,0.531,0.832,0.035,193,0.229,772,0.26,0.391,9,0,2005
11,indiana pacers,82,19730,0.444,12.9,0.755,0.283,0.141,0.133,0.198,0.245,0.475,0.603,0.431,0.363,0.398,0.349,0.531,0.815,0.042,249,0.231,778,0.239,0.376,12,0,2005
12,los angeles clippers,82,19805,0.465,11.9,0.869,0.248,0.174,0.206,0.242,0.131,0.483,0.593,0.467,0.469,0.392,0.344,0.537,0.886,0.032,186,0.2,713,0.217,0.393,14,0,2005
13,los angeles lakers,82,19855,0.453,12.8,0.76,0.304,0.121,0.106,0.229,0.24,0.486,0.6,0.439,0.396,0.4,0.349,0.515,0.864,0.053,322,0.23,811,0.186,0.38,13,0,2005
14,memphis grizzlies,82,19855,0.448,12,0.742,0.328,0.145,0.092,0.178,0.258,0.474,0.603,0.372,0.335,0.392,0.374,0.494,0.885,0.051,275,0.254,869,0.304,0.386,8,0,2005
15,miami heat,82,19755,0.478,11.4,0.773,0.34,0.162,0.094,0.177,0.227,0.517,0.669,0.406,0.36,0.411,0.345,0.485,0.924,0.084,499,0.235,861,0.284,0.401,16,1,2005
16,milwaukee bucks,82,19855,0.453,11.4,0.797,0.339,0.134,0.132,0.192,0.203,0.472,0.575,0.39,0.395,0.4,0.38,0.536,0.878,0.043,266,0.267,928,0.295,0.401,2,0,2005
17,minnesota timberwolves,82,19855,0.456,12.5,0.851,0.285,0.118,0.145,0.304,0.149,0.478,0.601,0.441,0.406,0.41,0.329,0.57,0.797,0.048,289,0.215,712,0.197,0.414,19,0,2005
18,new jersey nets,82,19780,0.44,12.9,0.771,0.299,0.114,0.102,0.257,0.229,0.472,0.569,0.393,0.36,0.44,0.33,0.634,0.893,0.052,292,0.216,677,0.269,0.373,16,1,2005
19,new orleans/oklahoma city hornets,82,19805,0.44,11.2,0.862,0.324,0.133,0.139,0.267,0.138,0.457,0.572,0.364,0.363,0.411,0.339,0.497,0.873,0.05,284,0.254,823,0.234,0.386,8,0,2005
20,new york knicks,82,19930,0.455,10,0.858,0.383,0.161,0.108,0.205,0.142,0.47,0.573,0.391,0.361,0.397,0.362,0.479,0.844,0.063,353,0.3,938,0.381,0.395,15,0,2005
21,orlando magic,82,19905,0.472,10.9,0.871,0.358,0.125,0.13,0.258,0.129,0.486,0.599,0.385,0.398,0.424,0.376,0.474,0.863,0.075,419,0.257,825,0.198,0.449,12,0,2005
22,philadelphia 76ers,82,19905,0.458,11.1,0.842,0.328,0.15,0.145,0.22,0.158,0.476,0.59,0.416,0.395,0.401,0.364,0.502,0.891,0.069,421,0.234,746,0.263,0.399,6,0,2005
23,phoenix suns,82,19955,0.479,14.4,0.707,0.254,0.089,0.104,0.26,0.293,0.511,0.662,0.413,0.415,0.437,0.399,0.569,0.84,0.041,275,0.199,874,0.286,0.42,10,0,2005
24,portland trail blazers,82,19730,0.445,11.9,0.834,0.31,0.143,0.097,0.283,0.166,0.464,0.599,0.367,0.407,0.386,0.349,0.485,0.86,0.05,281,0.233,780,0.283,0.363,16,1,2005
25,sacramento kings,82,19830,0.454,13.3,0.783,0.281,0.118,0.07,0.315,0.217,0.483,0.628,0.427,0.382,0.397,0.351,0.566,0.874,0.04,246,0.225,847,0.247,0.365,10,0,2005
26,san antonio spurs,82,19805,0.472,11.8,0.785,0.295,0.187,0.109,0.194,0.215,0.496,0.657,0.407,0.399,0.39,0.385,0.504,0.901,0.03,170,0.254,1005,0.408,0.432,8,0,2005
27,seattle supersonics,82,19830,0.459,12.5,0.757,0.275,0.173,0.124,0.184,0.243,0.487,0.615,0.42,0.401,0.415,0.371,0.481,0.836,0.054,318,0.2,741,0.207,0.412,19,0,2005
28,toronto raptors,82,19955,0.454,12.9,0.756,0.279,0.135,0.128,0.214,0.244,0.479,0.584,0.431,0.376,0.433,0.375,0.449,0.842,0.039,236,0.207,708,0.352,0.382,13,1,2005
29,utah jazz,82,19880,0.442,11.7,0.851,0.348,0.097,0.109,0.297,0.149,0.461,0.588,0.337,0.389,0.378,0.336,0.62,0.846,0.032,181,0.289,1004,0.129,0.37,10,1,2005
30,washington wizards,82,19830,0.447,12.6,0.791,0.287,0.164,0.093,0.247,0.209,0.471,0.638,0.354,0.388,0.385,0.357,0.463,0.757,0.047,299,0.223,853,0.179,0.356,10,0,2005
NA,league average,82,19853,0.454,12.2,0.798,0.309,0.133,0.119,0.236,0.202,0.478,0.601,0.4,0.391,0.405,0.358,0.523,0.851,0.049,288,0.239,836,0.27,0.39,12.4,0.3,2005
1,atlanta hawks,82,19780,0.439,11.1,0.819,0.328,0.153,0.146,0.193,0.181,0.458,0.583,0.349,0.363,0.4,0.354,0.525,0.839,0.054,313,0.245,851,0.255,0.354,5,0,2001
2,boston celtics,82,19830,0.424,13.3,0.711,0.293,0.124,0.111,0.182,0.289,0.45,0.581,0.324,0.351,0.385,0.359,0.512,0.886,0.032,204,0.255,892,0.213,0.33,15,2,2001
3,charlotte hornets,82,19755,0.44,11.6,0.849,0.308,0.131,0.162,0.248,0.151,0.456,0.577,0.402,0.363,0.395,0.348,0.58,0.812,0.049,292,0.234,802,0.153,0.408,8,0,2001
4,chicago bulls,82,19805,0.433,12,0.866,0.295,0.111,0.161,0.299,0.134,0.447,0.562,0.343,0.405,0.393,0.346,0.617,0.89,0.05,293,0.229,733,0.189,0.305,7,0,2001
5,cleveland cavaliers,82,19855,0.448,12.4,0.844,0.255,0.141,0.206,0.242,0.156,0.461,0.58,0.391,0.425,0.407,0.377,0.601,0.91,0.046,266,0.183,620,0.238,0.43,20,1,2001
6,dallas mavericks,82,19880,0.462,12.8,0.763,0.281,0.121,0.146,0.214,0.237,0.488,0.607,0.404,0.411,0.431,0.378,0.51,0.799,0.037,232,0.228,872,0.16,0.436,9,0,2001
7,denver nuggets,82,19805,0.424,12,0.813,0.3,0.147,0.121,0.245,0.187,0.446,0.583,0.36,0.397,0.355,0.329,0.586,0.842,0.038,228,0.229,871,0.306,0.344,17,0,2001
8,detroit pistons,82,19680,0.452,12.7,0.76,0.283,0.124,0.146,0.207,0.24,0.475,0.613,0.42,0.356,0.404,0.376,0.555,0.884,0.048,270,0.214,757,0.306,0.398,6,1,2001
9,golden state warriors,82,19780,0.429,10.6,0.858,0.297,0.235,0.111,0.215,0.142,0.447,0.64,0.326,0.372,0.351,0.322,0.532,0.881,0.04,254,0.227,975,0.193,0.359,15,1,2001
10,houston rockets,82,19980,0.428,13,0.777,0.295,0.108,0.103,0.271,0.223,0.455,0.587,0.348,0.355,0.391,0.335,0.457,0.829,0.052,298,0.218,760,0.241,0.35,15,0,2001
11,indiana pacers,82,19905,0.446,12.4,0.818,0.236,0.193,0.168,0.222,0.182,0.47,0.639,0.408,0.389,0.405,0.339,0.601,0.896,0.052,311,0.178,655,0.288,0.384,11,0,2001
12,los angeles clippers,82,19805,0.445,11.3,0.828,0.261,0.23,0.184,0.153,0.172,0.464,0.632,0.404,0.38,0.369,0.356,0.523,0.919,0.056,342,0.183,673,0.113,0.408,9,0,2001
13,los angeles lakers,82,19780,0.461,12.3,0.79,0.28,0.167,0.137,0.206,0.21,0.489,0.657,0.414,0.403,0.379,0.354,0.539,0.902,0.078,489,0.178,692,0.257,0.419,15,1,2001
14,memphis grizzlies,82,19780,0.436,11.6,0.832,0.288,0.176,0.135,0.233,0.168,0.462,0.622,0.362,0.37,0.394,0.307,0.613,0.723,0.075,445,0.188,640,0.215,0.352,11,0,2001
15,miami heat,82,19930,0.439,12.9,0.859,0.238,0.134,0.164,0.323,0.141,0.454,0.638,0.389,0.37,0.388,0.347,0.556,0.894,0.047,267,0.174,642,0.305,0.416,19,1,2001
16,milwaukee bucks,82,19905,0.462,13.1,0.759,0.237,0.126,0.236,0.16,0.241,0.49,0.571,0.466,0.466,0.425,0.375,0.55,0.841,0.036,215,0.179,635,0.268,0.399,18,0,2001
17,minnesota timberwolves,82,19805,0.461,12.4,0.848,0.236,0.175,0.151,0.286,0.152,0.476,0.629,0.42,0.426,0.409,0.378,0.604,0.793,0.037,235,0.172,669,0.211,0.398,9,0,2001
18,new jersey nets,82,19830,0.446,11.6,0.825,0.327,0.135,0.133,0.23,0.175,0.469,0.61,0.382,0.361,0.383,0.338,0.62,0.876,0.077,463,0.217,800,0.193,0.364,18,0,2001
19,new york knicks,82,19805,0.432,12.5,0.794,0.246,0.159,0.19,0.198,0.206,0.453,0.556,0.419,0.403,0.399,0.353,0.566,0.829,0.021,124,0.202,704,0.271,0.354,5,1,2001
20,orlando magic,82,19830,0.448,12.9,0.759,0.294,0.113,0.109,0.242,0.241,0.471,0.61,0.377,0.369,0.394,0.373,0.519,0.845,0.046,275,0.215,829,0.192,0.417,7,0,2001
21,philadelphia 76ers,82,19730,0.436,10.8,0.889,0.304,0.149,0.217,0.218,0.111,0.453,0.592,0.395,0.345,0.405,0.299,0.558,0.897,0.024,141,0.252,915,0.238,0.406,3,0,2001
22,phoenix suns,82,19830,0.447,11.1,0.842,0.33,0.142,0.162,0.208,0.158,0.469,0.588,0.388,0.387,0.4,0.327,0.567,0.796,0.045,286,0.257,959,0.219,0.313,7,0,2001
23,portland trail blazers,82,19830,0.45,12.4,0.802,0.307,0.123,0.117,0.255,0.198,0.474,0.612,0.361,0.397,0.397,0.354,0.602,0.856,0.068,425,0.213,752,0.208,0.394,11,0,2001
24,sacramento kings,82,19755,0.467,11.7,0.834,0.317,0.135,0.104,0.278,0.166,0.486,0.626,0.383,0.402,0.409,0.367,0.56,0.866,0.049,318,0.235,971,0.317,0.399,8,0,2001
